91.7,74.16,206.3,74.16,206.3,83.16,91.7,83.16,Ten Mile House
87.5,84.16,210.5,84.16,210.5,93.16,87.5,93.16,1700 Central St
91.7,94.16,206.3,94.16,206.3,103.16,91.7,103.16,(847) 905-0669
16,114.16,38.2,114.16,38.2,123.16,16,123.16,QTY
45,114.16,75.6,114.16,75.6,123.16,45,123.16,NAME
234.6,114.16,282.0,114.16,282.0,123.16,234.6,123.16,Amount
16,134.16,21.4,134.16,21.4,143.16,16,143.16,1
45,134.16,92.4,134.16,92.4,143.16,45,143.16,cusine
234.6,134.16,282.0,134.16,282.0,143.16,234.6,143.16,$10.99
16,144.16,21.4,144.16,21.4,153.16,16,153.16,2
45,144.16,92.4,144.16,92.4,153.16,45,153.16,cusine
234.6,144.16,282.0,144.16,282.0,153.16,234.6,153.16,$55.98
16,154.16,21.4,154.16,21.4,163.16,16,163.16,1
45,154.16,92.4,154.16,92.4,163.16,45,163.16,cusine
234.6,154.16,282.0,154.16,282.0,163.16,234.6,163.16,$15.99
16,164.16,21.4,164.16,21.4,173.16,16,173.16,3
45,164.16,92.4,164.16,92.4,173.16,45,173.16,cusine
234.6,164.16,282.0,164.16,282.0,173.16,234.6,173.16,$56.97
16,174.16,21.4,174.16,21.4,183.16,16,183.16,1
45,174.16,92.4,174.16,92.4,183.16,45,183.16,cusine
234.6,174.16,282.0,174.16,282.0,183.16,234.6,183.16,$24.99
16,184.16,21.4,184.16,21.4,193.16,16,193.16,2
45,184.16,92.4,184.16,92.4,193.16,45,193.16,cusine
234.6,184.16,282.0,184.16,282.0,193.16,234.6,193.16,$21.98
16,204.16,88.6,204.16,88.6,213.16,16,213.16,Subtotal:
226.2,204.16,282.0,204.16,282.0,213.16,226.2,213.16,$249.84
16,214.16,46.6,214.16,46.6,223.16,16,223.16,Tax:
234.6,214.16,282.0,214.16,282.0,223.16,234.6,223.16,$24.98
16,234.16,63.4,234.16,63.4,243.16,16,243.16,Total:
226.2,234.16,282.0,234.16,282.0,243.16,226.2,243.16,$274.82
16,254.16,155.8,254.16,155.8,263.16,16,263.16,MASTERCARD CREDIT
243.0,254.16,282.0,254.16,282.0,263.16,243.0,263.16,*2664
70.7,304.16,227.3,304.16,227.3,313.16,70.7,313.16,2018-08-09 10:18:39
20.3,419.86,277.7,419.86,277.7,428.86,20.3,428.86,Thank You and Please Come Again
