44.0,67.16,258.0,67.16,258.0,77.16,44.0,77.16,Stacked & Folded - Evanston
104.0,79.16,198.0,79.16,198.0,89.16,104.0,89.16,824 Noyes St
96.0,91.16,206.0,91.16,206.0,101.16,96.0,101.16,(847) 328-9100
21,113.16,27.0,113.16,27.0,123.16,21,123.16,1
50,113.16,96.0,113.16,96.0,123.16,50,123.16,cusine
235.0,113.16,281.0,113.16,281.0,123.16,235.0,123.16,$14.99
21,125.16,27.0,125.16,27.0,135.16,21,135.16,1
50,125.16,96.0,125.16,96.0,135.16,50,135.16,cusine
243.0,125.16,281.0,125.16,281.0,135.16,243.0,135.16,$1.99
21,137.16,27.0,137.16,27.0,147.16,21,147.16,1
50,137.16,96.0,137.16,96.0,147.16,50,147.16,cusine
243.0,137.16,281.0,137.16,281.0,147.16,243.0,147.16,$6.99
21,149.16,27.0,149.16,27.0,159.16,21,159.16,1
50,149.16,96.0,149.16,96.0,159.16,50,159.16,cusine
235.0,149.16,281.0,149.16,281.0,159.16,235.0,159.16,$20.99
21,161.16,27.0,161.16,27.0,171.16,21,171.16,2
50,161.16,96.0,161.16,96.0,171.16,50,171.16,cusine
235.0,161.16,281.0,161.16,281.0,171.16,235.0,171.16,$23.98
21,185.16,91.0,185.16,91.0,195.16,21,195.16,Subtotal:
227.0,185.16,281.0,185.16,281.0,195.16,227.0,195.16,$190.85
21,197.16,51.0,197.16,51.0,207.16,21,207.16,Tax:
235.0,197.16,281.0,197.16,281.0,207.16,235.0,207.16,$19.09
21,221.16,67.0,221.16,67.0,231.16,21,231.16,Total:
227.0,221.16,281.0,221.16,281.0,231.16,227.0,231.16,$209.94
21,245.16,155.0,245.16,155.0,255.16,21,255.16,MASTERCARD CREDIT
243.0,245.16,281.0,245.16,281.0,255.16,243.0,255.16,*4687
76.0,297.16,226.0,297.16,226.0,307.16,76.0,307.16,2018-07-01 02:41:16
116.0,414.86,186.0,414.86,186.0,424.86,116.0,424.86,Thank you
